表層形, 品詞
、,記号
注射,名詞
だけ,助詞
でも,助詞
、,記号
もう,副詞
四,名詞
、,記号
五,名詞
日,名詞
は,助詞
大丈夫,名詞
だろ,助動詞
う,助動詞
という,助詞
事,名詞
で,助動詞
、,記号
その,連体詞
日,名詞
いったん,副詞
皆さん,名詞
が,助詞
自動車,名詞
で,助詞
東京,名詞
へ,助詞
引き上げ,動詞
た,助動詞
の,名詞
で,助動詞
ある,助動詞
。,記号
皆さん,名詞
を,助詞
お送り,名詞
し,動詞
て,助詞
、,記号
お座敷,名詞
へ,助詞
行く,動詞
と,助詞
、,記号
お母さま,名詞
が,助詞
、,記号
私,名詞
に,助詞
だけ,助詞
笑う,動詞
親し,形容詞
げ,名詞
な,助動詞
笑い,名詞
かた,名詞
を,助詞
なさっ,動詞
て,助詞
、,記号
「,記号
忙しかっ,形容詞
た,助動詞
でしょ,助動詞
う,助動詞
」,記号
と,助詞
、,記号
また,接続詞
、,記号
囁く,動詞
よう,名詞
な,助動詞
小さい,形容詞
お,接頭詞
声,名詞
で,助詞
おっしゃっ,動詞
た,助動詞
。,記号
その,連体詞
お,接頭詞
顔,名詞
は,助詞
、,記号
活き活き,名詞
として,助詞
、,記号
むしろ,副詞
輝い,動詞
て,助詞
いる,動詞
よう,名詞
に,助詞
見え,動詞
た,助動詞
。,記号
叔父,名詞
さま,名詞
に,助詞
お,接頭詞
逢い,動詞
出来,動詞
て,助詞
うれしかっ,形容詞
た,助動詞
の,名詞
だろ,助動詞
う,助動詞
、,記号
と,助詞
私,名詞
は,助詞
思っ,動詞
た,助動詞
。,記号
「,記号
いいえ,感動詞
」,記号
私,名詞
も,助詞
すこし,副詞
浮き浮き,名詞
し,動詞
た,助動詞
気分,名詞
に,助詞
なっ,動詞
て,助詞
、,記号
にっこり,副詞
笑っ,動詞
た,助動詞
。,記号
そうして,接続詞
、,記号
これ,名詞
が,助詞
、,記号
お母さま,名詞
と,助詞
の,助詞
最後,名詞
の,助詞
お話,名詞
で,助動詞
あっ,助動詞
た,助動詞
。,記号
それから,接続詞
、,記号
三,名詞
時間,名詞
ばかり,助詞
し,動詞
て,助詞
、,記号
お母さま,名詞
は,助詞
亡くなっ,動詞
た,助動詞
の,名詞
だ,助動詞
。,記号
秋,名詞
の,助詞
しずか,名詞
な,助動詞
黄昏,名詞
、,記号
看護,名詞
婦,名詞
さん,名詞
に,助詞
脈,名詞
を,助詞
とら,動詞
れ,動詞
て,助詞
、,記号
直治,名詞
と,助詞
私,名詞
と,助詞
、,記号
たった,副詞
二,名詞
人,名詞
の,助詞
肉親,名詞
に,助詞
見守ら,動詞
れ,動詞
て,助詞
、,記号
日本,名詞
で,助詞
最後,名詞
の,助詞
貴婦人,名詞
だっ,助動詞
た,助動詞
美しい,形容詞
お母さま,名詞
が,助詞
。,記号
お,接頭詞
死,名詞
顔,名詞
は,助詞
、,記号
殆,名詞
ん,助動詞
ど,助詞
、,記号
変ら,動詞
なかっ,助動詞
た,助動詞
。,記号
お,接頭詞
父上,名詞
の,助詞
時,名詞
は,助詞
、,記号
さっと,副詞
、,記号
お,接頭詞
顔,名詞
の,助詞
色,名詞
が,助詞
変っ,動詞
た,助動詞
けれども,助詞
、,記号
お母さま,名詞
の,助詞
お,接頭詞
顔,名詞
の,助詞
色,名詞
は,助詞
、,記号
ちっとも,副詞
変ら,動詞
ず,助動詞
に,助詞
、,記号
呼吸,名詞
だけ,助詞
が,助詞
絶え,動詞
た,助動詞
。,記号
その,連体詞
呼吸,名詞
の,助詞
絶え,動詞
た,助動詞
の,名詞
も,助詞
、,記号
い,動詞
つ,助動詞
と,助詞
、,記号
はっきり,副詞
わから,動詞
ぬ,助動詞
位,名詞
で,助動詞
あっ,助動詞
た,助動詞
。,記号
お,接頭詞
顔,名詞
の,助詞
むくみ,動詞
も,助詞
、,記号
前日,名詞
あたり,名詞
から,助詞
とれ,動詞
て,助詞
い,動詞
て,助詞
、,記号
頬,名詞
が,助詞
蝋,名詞
の,助詞
よう,名詞
に,助詞
すべすべ,名詞
し,動詞
て,助詞
、,記号
薄い,形容詞
唇,名詞
が,助詞
幽か,名詞
に,助詞
ゆがん,動詞
で,助詞
微,接頭詞
笑み,名詞
を,助詞
含ん,動詞
で,助詞
いる,動詞
よう,名詞
に,助詞
も,助詞
見え,動詞
て,助詞
、,記号
生き,動詞
て,助詞
いる,動詞
お母さま,名詞
より,助詞
、,記号
なまめかしかっ,形容詞
た,助動詞
。,記号
私,名詞
は,助詞
、,記号
ピエタ,名詞
の,助詞
マリヤ,名詞
に,助詞
似,動詞
て,助詞
いる,動詞
と,助詞
思っ,動詞
た,助動詞
。,記号
戦闘,名詞
、,記号
開始,名詞
。,記号
いつ,名詞
まで,助詞
も,助詞
、,記号
悲しみ,名詞
に,助詞
沈ん,動詞
で,助詞
も,助詞
おら,動詞
れ,動詞
なかっ,助動詞
た,助動詞
。,記号
私,名詞
に,助詞
は,助詞
、,記号
是非,名詞
とも,助詞
、,記号
戦い,名詞
とら,動詞
なけれ,助動詞
ば,助詞
なら,動詞
ぬ,助動詞
もの,名詞
が,助詞
あっ,動詞
た,助動詞
。,記号
新しい,形容詞
倫理,名詞
。,記号
いいえ,感動詞
、,記号
そう,副詞
言っ,動詞
て,助詞
も,助詞
偽善,名詞
めく,動詞
。,記号
恋,名詞
。,記号
それだけ,副詞
だ,助動詞
。,記号
ローザ,名詞
が,助詞
新しい,形容詞
経済,名詞
学,名詞
に,助詞
たよら,動詞
なけれ,助動詞
ば,助詞
生き,動詞
て,助詞
おら,動詞
れ,動詞
なかっ,助動詞
た,助動詞
よう,名詞
に,助詞
、,記号
私,名詞
は,助詞
いま,名詞
、,記号
恋,名詞
一つ,名詞
に,助詞
すがら,動詞
なけれ,助動詞
ば,助詞
、,記号
生き,動詞
て,助詞
行け,動詞
ない,助動詞
の,名詞
だ,助動詞
。,記号
イエス,名詞
が,助詞
、,記号
この世,名詞
の,助詞
宗教,名詞
家,名詞
、,記号
道徳,名詞
家,名詞
、,記号
学者,名詞
、,記号
権威,名詞
者,名詞
の,助詞
偽善,名詞
を,助詞
あばき,動詞
、,記号
神,名詞
の,助詞
真,名詞
の,助詞
愛情,名詞
という,助詞
もの,名詞
を,助詞
少し,副詞
も,助詞
躊躇,名詞
する,動詞
ところ,名詞
なく,形容詞
ありのまま,副詞
に,助詞
人々,名詞
に,助詞
告げ,動詞
あらわさ,動詞
ん,助動詞
が,助詞
ため,名詞
に,助詞
、,記号
その,連体詞
十,名詞
二,名詞
弟子,名詞
を,助詞
も,助詞
諸方,名詞
に,助詞
派遣,名詞
なさろ,動詞
う,助動詞
と,助詞
する,動詞
に,助詞
当っ,動詞
て,助詞
、,記号
弟子,名詞
たち,名詞
に,助詞
教え,動詞
聞か,動詞
せ,動詞
た,助動詞
お,接頭詞
言葉,名詞
は,助詞
、,記号
私,名詞
の,助詞
この,連体詞
場合,名詞
に,助詞
も,助詞
全然,副詞
、,記号
無関係,名詞
で,助動詞
ない,助動詞
よう,名詞
に,助詞
思わ,動詞
れ,動詞
た,助動詞
。,記号
「,記号
帯,名詞
の,助詞
なか,名詞
に,助詞
金銀,名詞
または,接続詞
銭,名詞
を,助詞
持つ,動詞
な,助詞
。,記号
旅,名詞
の,助詞
嚢,名詞
も,助詞
、,記号
二,名詞
枚,名詞
の,助詞
下,接頭詞
衣,名詞
も,助詞
、,記号
鞋,名詞
も,助詞
、,記号
杖,名詞
も,助詞
持つ,動詞
な,助詞
。,記号
視よ,動詞
、,記号
我,名詞
なん,動詞
じ,助動詞
ら,名詞
を,助詞
遣,動詞
す,名詞
は,助詞
、,記号
羊,名詞
を,助詞
豺狼,名詞
の,助詞
なか,名詞
に,助詞
入る,動詞
る,助動詞
が,助詞
如し,助動詞
。,記号
この,連体詞
故,名詞
に,助詞
蛇,名詞
の,助詞
ごとく,助動詞
慧,名詞
く,動詞
、,記号
鴿,名詞
の,助詞
ごとく,助動詞
素直,名詞
なれ,助動詞
。,記号
人々,名詞
に,助詞
心せよ,動詞
、,記号
それ,名詞
は,助詞
汝,名詞
ら,名詞
を,助詞
衆議,名詞
所,名詞
に,助詞
付し,動詞
、,記号
会堂,名詞
にて,助詞
鞭,名詞
たん,名詞
。,記号
また,接続詞
汝,名詞
等,名詞
わが,連体詞
故,名詞
に,助詞
より,動詞
て,助詞
、,記号
司,名詞
たち,名詞
王,名詞
たち,名詞
の,助詞
前,名詞
に,助詞
曳か,動詞
れ,動詞
ん,助動詞
。,記号
かれ,動詞
ら,名詞
汝,名詞
ら,名詞
を,助詞
付さ,動詞
ば,助詞
、,記号
如何,副詞
なに,名詞
を,助詞
言わ,動詞
ん,助動詞
と,助詞
思い煩う,動詞
な,助詞
、,記号
言う,動詞
べき,助動詞
事,名詞
は,助詞
、,記号
その,連体詞
時,名詞
さずけ,動詞
られる,動詞
べし,助動詞
。,記号
これ,名詞
言う,動詞
もの,名詞
は,助詞
汝,名詞
等,名詞
に,助詞
あら,動詞
ず,助動詞
、,記号
其の,連体詞
中,名詞
に,助詞
あり,動詞
て,助詞
言い,動詞
たまう,動詞
汝,名詞
ら,名詞
の,助詞
父,名詞
の,助詞
霊,名詞
なり,助動詞
。,記号
又,副詞
なん,動詞
じ,助動詞
ら,名詞
我が,連体詞
名,名詞
の,助詞
ため,名詞
に,助詞
凡て,名詞
の,助詞
人,名詞
に,助詞
憎まれ,動詞
ん,助動詞
。,記号
されど,接続詞
終,名詞
まで,助詞
耐え忍ぶ,動詞
もの,名詞
は,助詞
救わ,動詞
る,助動詞
べし,助動詞
。,記号
この,連体詞
町,名詞
にて,助詞
、,記号
責め,名詞
ら,名詞
るる,助動詞
時,名詞
は,助詞
、,記号
かの,連体詞
町,名詞
に,助詞
逃れよ,動詞
。,記号
誠に,副詞
汝,名詞
ら,名詞
に,助詞
告ぐ,動詞
、,記号
なん,動詞
じ,助動詞
ら,名詞
イスラエル,名詞
の,助詞
町,名詞
々,記号
を,助詞
巡り,動詞
尽さ,動詞
ぬ,助動詞
うち,名詞
に,助詞
人,名詞
の,助詞
子,名詞
は,助詞
来る,動詞
べし,助動詞
。,記号
身,名詞
を,助詞
殺し,動詞
て,助詞
霊魂,名詞
を,助詞
ころし,動詞
得,動詞
ぬ,助動詞
者,名詞
ども,名詞
を,助詞
懼,名詞
る,助動詞
な,助詞
、,記号
身,名詞
と,助詞
霊魂,名詞
と,助詞
を,助詞
ゲヘナ,名詞
にて,助詞
滅し,動詞
得る,動詞
者,名詞
を,助詞
おそれよ,動詞
。,記号
われ,名詞
地,名詞
に,助詞
平和,名詞
を,助詞
投ぜ,動詞
ん,助動詞
ため,名詞
に,助詞
来れ,動詞
り,助動詞
と,助詞
思う,動詞
な,助詞
、,記号
平和,名詞
に,助詞
あら,動詞
ず,助動詞
、,記号
反っ,動詞
て,助詞
剣,名詞
を,助詞
投ぜ,動詞
ん,助動詞
為,名詞
に,助詞
来れ,動詞
り,助動詞
。,記号
それ,名詞
我,名詞
が,助詞
来れる,動詞
は,助詞
人,名詞
を,助詞
その,連体詞
父,名詞
より,助詞
、,記号
娘,名詞
を,助詞
その,連体詞
母,名詞
より,助詞
、,記号
嫁,名詞
を,助詞
その,連体詞
姑,名詞
より,助詞
分た,動詞
ん,助動詞
為,名詞
なり,助動詞
。,記号
人,名詞
の,助詞
仇,名詞
は,助詞
、,記号
その,連体詞
家,名詞
の,助詞
者,名詞
なる,動詞
べし,助動詞
。,記号
我,名詞
より,助詞
も,助詞
父,名詞
または,接続詞
母,名詞
を,助詞
愛する,動詞
者,名詞
は,助詞
、,記号
我,名詞
に,助詞
相応,名詞
しから,動詞
ず,助動詞
。,記号
我,名詞
より,助詞
も,助詞
息子,名詞
または,接続詞
娘,名詞
を,助詞
愛する,動詞
者,名詞
は,助詞
、,記号
我,名詞
に,助詞
相応,名詞
しから,動詞
ず,助動詞
。,記号
又,接続詞
おの,名詞
が,助詞
十字架,名詞
を,助詞
とり,動詞
て,助詞
我,名詞
に,助詞
従わ,動詞
ぬ,助動詞
者,名詞
は,助詞
、,記号
我,名詞
に,助詞
相応,名詞
しから,動詞
ず,助動詞
。,記号
生命,名詞
を,助詞
得る,動詞
者,名詞
は,助詞
、,記号
これ,名詞
を,助詞
失い,動詞
、,記号
我が,連体詞
ため,名詞
に,助詞
生命,名詞
を,助詞
失う,動詞
者,名詞
は,助詞
、,記号
これ,名詞
を,助詞
得,動詞
べし,助動詞
」,記号
戦闘,名詞
、,記号
開始,名詞
。,記号
もし,副詞
、,記号
私,名詞
が,助詞
恋,名詞
ゆえ,名詞
に,助詞
、,記号
イエス,名詞
の,助詞
この,連体詞
教え,名詞
を,助詞
そっくり,副詞
そのまま,副詞
必ず,副詞
守る,動詞
こと,名詞
を,助詞
誓っ,動詞
たら,助動詞
、,記号
イエス,名詞
さま,名詞
は,助詞
お,接頭詞
叱り,動詞
に,助詞
なる,動詞
かしら,助詞
。,記号
なぜ,副詞
、,記号
「,記号
恋,名詞
」,記号
が,助詞
わるく,形容詞
て,助詞
、,記号
「,記号
愛,名詞
」,記号
が,助詞
いい,形容詞
の,名詞
か,助詞
、,記号
私,名詞
に,助詞
は,助詞
わから,動詞
ない,助動詞
。,記号
同じ,連体詞
もの,名詞
の,助詞
よう,名詞
な,助動詞
気,名詞
が,助詞
し,動詞
て,助詞
なら,動詞
ない,助動詞
。,記号
何だか,副詞
わから,動詞
ぬ,助動詞
愛,名詞
の,助詞
ため,名詞
に,助詞
、,記号
恋,名詞
の,助詞
ため,名詞
に,助詞
、,記号
その,連体詞
悲し,形容詞
さ,名詞
の,助詞
ため,名詞
に,助詞
、,記号
身,名詞
と,助詞
霊魂,名詞
と,助詞
を,助詞
ゲヘナ,名詞
にて,助詞
滅し,動詞
得る,動詞
者,名詞
、,記号
ああ,感動詞
、,記号
私,名詞
は,助詞
自分,名詞
こそ,助詞
、,記号
それ,名詞
だ,助動詞
と,助詞
言い張り,動詞
たい,助動詞
の,名詞
だ,助動詞
。,記号
叔父,名詞
さま,名詞
たち,名詞
の,助詞
お世話,名詞
で,助詞
、,記号
お母さま,名詞
の,助詞
密葬,名詞
を,助詞
伊豆,名詞
で,助詞
行い,動詞
、,記号
本葬,名詞
は,助詞
東京,名詞
で,助詞
すまし,動詞
て,助詞
、,記号
それから,接続詞
また,接続詞
直治,名詞
と,助詞
私,名詞
は,助詞
、,記号
伊豆,名詞
の,助詞
山荘,名詞
で,助詞
、,記号
お互い,名詞
顔,名詞
を,助詞
合せ,動詞
て,助詞
も,助詞
口,名詞
を,助詞
きか,動詞
ぬ,助動詞
よう,名詞
な,助動詞
、,記号
理由,名詞
の,助詞
わから,動詞
ぬ,助動詞
気まずい,形容詞
生活,名詞
を,助詞
し,動詞
て,助詞
、,記号
直治,名詞
は,助詞
出版,名詞
業,名詞
の,助詞
資本,名詞
金,名詞
と,助詞
称し,動詞
て,助詞
、,記号
お母さま,名詞
の,助詞
宝石,名詞
類,名詞
を,助詞
全部,名詞
持ち出し,動詞
、,記号
東京,名詞
で,助詞
飲み,動詞
疲れる,動詞
と,助詞
、,記号
伊豆,名詞
の,助詞
山荘,名詞
へ,助詞
大病,名詞
人,名詞
の,助詞
よう,名詞
な,助動詞
真,接頭詞
蒼,名詞
な,助動詞
顔,名詞
を,助詞
し,動詞
て,助詞
ふらふら,副詞
帰っ,動詞
て,助詞
来,動詞
て,助詞
、,記号
寝,動詞
て,助詞
、,記号
或,連体詞
る,助動詞
時,名詞
、,記号
若い,形容詞
ダンサア,名詞
ふう,名詞
の,助詞
ひと,名詞
を,助詞
連れ,動詞
て,助詞
来,動詞
て,助詞
、,記号
さすが,副詞
に,助詞
直治,名詞
も,助詞
少し,副詞
間,名詞
が,助詞
悪,形容詞
そう,名詞
に,助詞
し,動詞
て,助詞
いる,動詞
ので,助詞
、,記号
「,記号
きょう,名詞
、,記号
私,名詞
、,記号
東京,名詞
へ,助詞
行っ,動詞
て,助詞
も,助詞
いい,形容詞
？,記号
　,記号
お,接頭詞
友だち,名詞
の,助詞
ところ,名詞
へ,助詞
、,記号
久し振り,名詞
で,助詞
遊び,名詞
に,助詞
行っ,動詞
て,助詞
み,動詞
たい,助動詞
の,助詞
。,記号
二,名詞
晩,名詞
か,助詞
、,記号
三,名詞
晩,名詞
、,記号
泊っ,動詞
て,助詞
来,動詞
ます,助動詞
から,助詞
、,記号
あなた,名詞
留守番,名詞
し,動詞
て,助詞
ね,助詞
。,記号
お,接頭詞
炊事,名詞
は,助詞
、,記号
あの,連体詞
かた,名詞
に,助詞
、,記号
たのむ,動詞
と,助詞
いい,形容詞
わ,助詞
」,記号
直治,名詞
の,助詞
弱味,名詞
に,助詞
すかさず,副詞
附け,動詞
込み,動詞
、,記号
謂わ,動詞
ば,助詞
蛇,名詞
の,助詞
ごとく,助動詞
慧,名詞
く,動詞
、,記号
私,名詞
は,助詞
バッグ,名詞
に,助詞
お,接頭詞
化粧,名詞
品,名詞
や,助詞
パン,名詞
など,助詞
詰め込ん,動詞
で,助詞
、,記号
きわめて,副詞
自然,名詞
に,助詞
、,記号
あの,連体詞
ひと,名詞
と,助詞
逢い,動詞
に,助詞
上京,名詞
する,動詞
事,名詞
が,助詞
出来,動詞
た,助動詞
。,記号
東京,名詞
郊外,名詞
、,記号
省線,名詞
荻窪,名詞
駅,名詞
の,助詞
北口,名詞
に,助詞
下車,名詞
する,動詞
と,助詞
、,記号
そこ,名詞
から,助詞
二,名詞
十,名詞
分,名詞
くらい,助詞
で,助動詞
、,記号
あの,連体詞
ひと,名詞
の,助詞
大戦,名詞
後,名詞
の,助詞
新しい,形容詞
お,接頭詞
住居,名詞
に,助詞
行き着ける,動詞
らしい,助動詞
と,助詞
いう,動詞
事,名詞
は,助詞
、,記号
直治,名詞
から,助詞
前,名詞
に,助詞
それとなく,副詞
聞い,動詞
て,助詞
い,動詞
た,助動詞
の,名詞
で,助動詞
ある,助動詞
。,記号
こが,動詞
らし,助動詞
の,助詞
強く,形容詞
吹い,動詞
て,助詞
いる,動詞
日,名詞
だっ,助動詞
た,助動詞
。,記号
荻窪,名詞
駅,名詞
に,助詞
降り,動詞
た,助動詞
頃,名詞
に,助詞
は,助詞
、,記号
もう,副詞
あたり,名詞
が,助詞
薄暗く,形容詞
、,記号
私,名詞
は,助詞
往来,名詞
の,助詞
ひと,名詞
を,助詞
つかまえ,動詞
て,助詞
は,助詞
、,記号
あの,連体詞
ひと,名詞
の,助詞
ところ,名詞
番地,名詞
を,助詞
告げ,動詞
て,助詞
、,記号
その,連体詞
方角,名詞
を,助詞
教え,動詞
て,助詞
もらっ,動詞
て,助詞
、,記号
一,名詞
時間,名詞
ちかく,副詞
暗い,形容詞
郊外,名詞
の,助詞
路地,名詞
を,助詞
うろつい,動詞
て,助詞
、,記号
あまり,副詞
心細く,形容詞
て,助詞
、,記号
涙,名詞
が,助詞
出,動詞
て,助詞
、,記号
その,連体詞
うち,名詞
に,助詞
砂利,名詞
道,名詞
の,助詞
石,名詞
に,助詞
つまずい,動詞
て,助詞
下駄,名詞
の,助詞
鼻緒,名詞
が,助詞
ぷつんと,名詞
切れ,動詞
て,助詞
、,記号
どう,副詞
しよ,動詞
う,助動詞
か,助詞
と,助詞
立ちすくん,動詞
で,助詞
、,記号
ふと,副詞
右手,名詞
の,助詞
二,名詞
軒,名詞
長屋,名詞
の,助詞
うち,名詞
の,助詞
一,名詞
軒,名詞
の,助詞
家,名詞
の,助詞
表札,名詞
が,助詞
、,記号
夜目,名詞
に,助詞
も,助詞
白く,形容詞
ぼんやり,副詞
浮ん,動詞
で,助詞
、,記号
それ,名詞
に,助詞
上原,名詞
と,助詞
書か,動詞
れ,動詞
て,助詞
いる,動詞
よう,名詞
な,助動詞
気,名詞
が,助詞
し,動詞
て,助詞
、,記号
片足,名詞
は,助詞
足袋,名詞
はだし,名詞
の,助詞
まま,名詞
、,記号
その,連体詞
家,名詞
の,助詞
玄関,名詞
に,助詞
走り,名詞
寄っ,動詞
て,助詞
、,記号
なお,接続詞
よく,副詞
表札,名詞
を,助詞
見る,動詞
と,助詞
、,記号
たしかに,副詞
上原,名詞
二郎,名詞
と,助詞
したため,動詞
られ,動詞
て,助詞
い,動詞
た,助動詞
が,助詞
、,記号
家,名詞
の,助詞
中,名詞
は,助詞
暗かっ,形容詞
た,助動詞
。,記号
どう,副詞
しよ,動詞
う,助動詞
か,助詞
、,記号
と,助詞
また,接続詞
瞬時,名詞
立ちすくみ,動詞
、,記号
それから,接続詞
、,記号
身,名詞
を,助詞
投げる,動詞
気持,名詞
で,助詞
、,記号
玄関,名詞
の,助詞
格子戸,名詞
に,助詞
倒れ,動詞
かかる,動詞
よう,名詞
に,助詞
ひ,動詞
た,助動詞
と,助詞
寄り添い,動詞
、,記号
「,記号
ごめん,名詞
下さい,動詞
まし,助動詞
」,記号
と,助詞
言い,動詞
、,記号
両手,名詞
の,助詞
指先,名詞
で,助詞
格子,名詞
を,助詞
撫で,動詞
ながら,助詞
、,記号
「,記号
上原,名詞
さん,名詞
」,記号
と,フィラー
小声,名詞
で,助詞
囁い,動詞
て,助詞
み,動詞
た,助動詞
。,記号
返事,名詞
は,助詞
、,記号
有っ,動詞
た,助動詞
。,記号
しかし,接続詞
、,記号
それ,名詞
は,助詞
、,記号
女,名詞
の,助詞
ひと,名詞
の,助詞
声,名詞
で,助動詞
あっ,助動詞
た,助動詞
。,記号
玄関,名詞
の,助詞
戸,名詞
が,助詞
内,名詞
から,助詞
あい,動詞
て,助詞
、,記号
細,形容詞
お,接頭詞
もて,動詞
の,助詞
古風,名詞
な,助動詞
匂い,名詞
の,助詞
する,動詞
、,記号
私,名詞
より,助詞
三つ,名詞
四つ,名詞
年上,名詞
の,助詞
よう,名詞
な,助動詞
女,名詞
の,助詞
ひと,名詞
が,助詞
、,記号
玄関,名詞
の,助詞
暗闇,名詞
の,助詞
中,名詞
で,助詞
ちら,副詞
と,助詞
笑い,動詞
、,記号
「,記号
どちら,名詞
さま,名詞
でしょ,助動詞
う,助動詞
か,助詞
」,記号
と,助詞
たずねる,動詞
その,連体詞
言葉,名詞
の,助詞
調子,名詞
に,助詞
は,助詞
、,記号
なん,名詞
の,助詞
悪意,名詞
も,助詞
警戒,名詞
も,助詞
無かっ,形容詞
た,助動詞
。,記号
「,記号
いいえ,感動詞
、,記号
あの,連体詞
う,感動詞
」,記号
けれども,接続詞
私,名詞
は,助詞
、,記号
自分,名詞
の,助詞
名,名詞
を,助詞
言いそびれ,動詞
て,助詞
しまっ,動詞
た,助動詞
。,記号
この,連体詞
ひと,名詞
に,助詞
だけ,助詞
は,助詞
、,記号
私,名詞
の,助詞
恋,名詞
も,助詞
、,記号
奇妙,名詞
に,助詞
うしろめたく,形容詞
思わ,動詞
れ,動詞
た,助動詞
。,記号
おどおど,副詞
と,助詞
、,記号
ほとんど,副詞
卑屈,名詞
に,助詞
、,記号
「,記号
先生,名詞
は,助詞
？,記号
　,記号
いらっしゃい,動詞
ませ,助動詞
ん,助動詞
？,記号
」,記号
「,記号
はあ,感動詞
」,記号
と,助詞
答え,動詞
て,助詞
、,記号
気の毒,名詞
そう,名詞
に,助詞
私,名詞
の,助詞
顔,名詞
を,助詞
見,動詞
て,助詞
、,記号
「,記号
でも,接続詞
、,記号
行く先,名詞
は,助詞
、,記号
たいてい,副詞
、,記号
…,記号
…,記号
」,記号
「,記号
遠く,名詞
へ,助詞
？,記号
」,記号
「,記号
いいえ,感動詞
」,記号
と,助詞
、,記号
可笑し,形容詞
そう,名詞
に,助詞
片手,名詞
を,助詞
お,接頭詞
口,名詞
に,助詞
当て,動詞
られ,動詞
て,助詞
、,記号
「,記号
荻窪,名詞
です,助動詞
の,助詞
。,記号
駅,名詞
の,助詞
前,名詞
の,助詞
、,記号
白石,名詞
という,助詞
おでん,名詞
や,助詞
さん,名詞
へ,助詞
おいで,名詞
に,助詞
なれ,動詞
ば,助詞
、,記号
たいてい,副詞
、,記号
行く先,名詞
が,助詞
お,接頭詞
わかり,動詞
か,助詞
と,助詞
思い,動詞
ます,助動詞
」,記号
私,名詞
は,助詞
飛び立つ,動詞
思い,名詞
で,助詞
、,記号
「,記号
あ,感動詞
、,記号
そう,副詞
です,助動詞
か,助詞
」,記号
「,記号
あら,感動詞
、,記号
お,接頭詞
はき,動詞
もの,名詞
が,助詞
」,記号
すすめ,動詞
られ,動詞
て,助詞
私,名詞
は,助詞
、,記号
玄関,名詞
の,助詞
内,名詞
へ,助詞
はいり,動詞
、,記号
式台,名詞
に,助詞
坐ら,動詞
せ,動詞
て,助詞
もらい,動詞
、,記号
奥さま,名詞
から,助詞
、,記号
軽便,名詞
鼻緒,名詞
と,助詞
で,助詞
も,助詞
いう,動詞
の,名詞
かしら,助詞
、,記号
鼻緒,名詞
の,助詞
切れ,動詞
た,助動詞
時,名詞
に,助詞
手軽,名詞
に,助詞
繕う,動詞
こと,名詞
の,助詞
出来る,動詞
革,名詞
の,助詞
仕掛,名詞
紐,名詞
を,助詞
いただい,動詞
て,助詞
、,記号
下駄,名詞
を,助詞
直し,動詞
て,助詞
、,記号
その,連体詞
あいだ,名詞
に,助詞
奥さま,名詞
は,助詞
、,記号
蝋燭,名詞
を,助詞
ともし,動詞
て,助詞
玄関,名詞
に,助詞
持っ,動詞
て,助詞
来,動詞
て,助詞
下さっ,動詞
たり,助詞
し,動詞
ながら,助詞
、,記号
「,記号
あいにく,副詞
、,記号
電球,名詞
が,助詞
二つ,名詞
と,助詞
も,助詞
切れ,動詞
て,助詞
しまい,動詞
まし,助動詞
て,助詞
、,記号
このごろ,名詞
の,助詞
電球,名詞
は,助詞
馬鹿,名詞
高い,形容詞
上,名詞
に,助詞
切れ,名詞
易く,形容詞
て,助詞
いけ,動詞
ませ,助動詞
ん,助動詞
わ,助詞
ね,助詞
、,記号
主人,名詞
が,助詞
いる,動詞
と,助詞
買っ,動詞
て,助詞
もらえる,動詞
ん,名詞
です,助動詞
けど,助詞
、,記号
ゆうべ,名詞
も,助詞
、,記号
おととい,名詞
の,助詞
晩,名詞
も,助詞
帰っ,動詞
て,助詞
まいり,動詞
ませ,助動詞
ん,助動詞
ので,助詞
、,記号
私,名詞
ども,名詞
は,助詞
、,記号
これ,名詞
で,助詞
三,名詞
晩,名詞
、,記号
無一文,名詞
の,助詞
早寝,名詞
です,助動詞
の,助詞
よ,助詞
」,記号
など,助詞
と,助詞
、,記号
しん,名詞
から,助詞
のんき,名詞
そう,名詞
に,助詞
笑っ,動詞
て,助詞
おっしゃる,動詞
。,記号
奥さま,名詞
の,助詞
うし,名詞
ろ,名詞
に,助詞
は,助詞
、,記号
十,名詞
二,名詞
、,記号
三,名詞
歳,名詞
の,助詞
眼,名詞
の,助詞
大きな,連体詞
、,記号
めったに,副詞
人,名詞
に,助詞
なつか,動詞
ない,助動詞
よう,名詞
な,助動詞
感じ,名詞
の,助詞
ほっそり,名詞
し,動詞
た,助動詞
女,名詞
の,助詞
お子さん,名詞
が,助詞
立っ,動詞
て,助詞
いる,動詞
。,記号
敵,名詞
。,記号
私,名詞
は,助詞
そう,副詞
思わ,動詞
ない,助動詞
けれども,助詞
、,記号
しかし,接続詞
、,記号
この,連体詞
奥さま,名詞
と,助詞
お子さん,名詞
は,助詞
、,記号
いつか,名詞
は,助詞
私,名詞
を,助詞
敵,名詞
と,助詞
思っ,動詞
て,助詞
憎む,動詞
事,名詞
が,助詞
ある,動詞
に,助詞
違い,名詞
ない,助動詞
の,名詞
だ,助動詞
。,記号
それ,名詞
を,助詞
考え,動詞
たら,助動詞
、,記号
私,名詞
の,助詞
恋,名詞
も,助詞
、,記号
一時,名詞
に,助詞
さめ,動詞
果て,動詞
た,助動詞
よう,名詞
な,助動詞
気持,名詞
に,助詞
なっ,動詞
